TLA NAME,CRASH ROAD,CRASH DIST,CRASH DIRN,INTSN,SIDE ROAD,CRASH ID,CRASH DATE,CRASH DOW,CRASH TIME,MVMT,VEHICLES,CAUSES,OBJECTS STRUCK,ROAD CURVE,ROAD WET,LIGHT,WTHRa,JUNC TYPE,TRAF CTRL,ROAD MARK,SPD LIM,CRASH FATAL CNT,CRASH SEV CNT,CRASH MIN CNT,PERS AGE1,PERS AGE2,EASTING,NORTHING
Hutt City,QUEENS DRIVE,100,E, ,LAINGS ROAD,201434937,28/03/2014,Fri,705,EA,CW1C,129A ,M,R,D,DO,F , ,N,C,50,0,0,0,,,1759528,5436131
Hutt City,QUEENS DRIVE,, ,I,QUEENS ARCADE,201438601,16/06/2014,Mon,1400,FC,CW1C,331A ,,R,D,O ,F ,T,N,C,50,0,0,0,,,1759582,5436169
Hutt City,QUEENS DRIVE,, ,I,WOBURN ROAD,201436758,25/05/2014,Sun,1830,GO,CN1C,381A ,,E,D,DO,F ,R,G,C,50,0,0,0,,,1759255,5435905
Hutt City,RAILWAY AVENUE,5,E, ,VICTORIA SLIP,201431123,15/02/2014,Sat,2047,BA,CW1C,125A 330A 402A ,,R,D,DO,F ,T,N,C,50,0,0,0,,,1759005,5435874
Hutt City,RANDWICK ROAD,, ,I,LUDLAM CRESCENT,201412493,05/04/2014,Sat,335,DA,CN1,103A 111A 131A ,PS,E,D,DO,F ,R,G,R,50,0,1,0,,,1759835,5434821
Hutt City,RANDWICK ROAD,30,S, ,RANDWICK CRESCENT N,201433641,18/01/2014,Sat,1448,JA,CS1C,197A 308B 350B 930 ,,R,D,B ,F ,D, ,P,50,0,0,0,,,1759748,5434425
Hutt City,RANDWICK ROAD,, ,I,TIRANGI ROAD,201410649,16/02/2014,Sun,1358,JA,CN1C,302B 387B ,,R,D,B ,F ,T,G,C,50,0,0,1,,,1759621,5433840
Hutt City,RANDWICK ROAD,, ,I,WHITES LINE EAST,201411552,08/03/2014,Sat,607,CC,CS1,103A 129A ,F,R,D,DO,F ,R,G,L,50,0,0,1,,,1759835,5434821
Hutt City,RATA ST,, ,I,TOTARA ST,201433716,22/03/2014,Sat,1524,JA,CN1C,301B ,,R,D,O ,F ,T,S,C,50,0,0,0,,,1762249,5430795
Hutt City,REYNOLDS ST,, ,I,MILNE CRESCENT S,201431411,28/01/2014,Tue,2029,LB,CE1C,303B 363B 902 ,P,R,D,BF,F ,T,G,C,50,0,0,0,,,1763981,5439505
Hutt City,RICHMOND ST,30,N, ,THE ESPLANADE,201411109,05/04/2014,Sat,340,FA,CS1CC,112A 357A 512A 103B 112B 357B ,M,R,D,DO,F , , ,R,50,0,0,1,,,1757256,5434272
Hutt City,RIMU ST,, ,I,RATA ST,201436838,21/05/2014,Wed,1625,HA,CW2C,197A 197B 301B 402B ,IS,R,D,O ,F ,X,S,R,50,0,0,0,,,1764519,5437113
Hutt City,RUTHERFORD ST,, ,I,CONNOLLY ST,201432328,14/01/2014,Tue,1144,KA,CE1C,302B ,,M,D,B ,F ,R,G,R,50,0,0,0,,,1760259,5436805
Hutt City,RUTHERFORD ST,100,E, ,MELLING LINK,201412347,14/04/2014,Mon,1729,CB,CE1C,351A ,MS,R,D,O ,F , , ,C,50,0,0,2,,,1760094,5436741
Hutt City,RUTHERFORD ST,100,W, ,QUEENS DRIVE,201433539,14/04/2014,Mon,1730,EA,CW1C,129A ,M,R,D,OF,F , ,N,C,50,0,0,0,,,1759756,5436508
Hutt City,RUTHVEN ROAD,, ,I,CASTLEREA ST,201436669,11/05/2014,Sun,1836,DA,CS1C,101A 111A ,M,S,D,DN,F ,T,N,N,50,0,0,0,,,1763504,5431742
Hutt City,SEDDON ST,, ,I,GRIERSON ST,201410345,19/01/2014,Sun,25,EA,4S1C,103A 371A ,M,R,D,DO,F ,T,N,C,50,0,0,1,,,1763621,5436321
Hutt City,SH 2,, ,I,DOWSE DRIVE,201412946,27/05/2014,Tue,1708,KA,MW1V,302B ,,R,D,TO,F ,R,G,R,50,0,0,1,,,,
Hutt City,SLIP,50,W, ,OXFORD TERRACE,201431078,14/02/2014,Fri,1200,MB,CE1C,330B 372B ,,R,D,B ,F , ,N,C,50,0,0,0,,,1761229,5435956
Hutt City,STOCKDALE ST,100,W, ,WELLINGTON ROAD,201430512,19/01/2014,Sun,1725,LB,CE14,303B 929 ,,R,D,O ,F ,D,N,N,50,0,0,0,,,1763153,5433513
Hutt City,STOCKDALE ST,250,W, ,WELLINGTON ROAD,201436839,08/05/2014,Thu,330,MO,CE1C,129A 371A ,M,R,D,DO,F , , ,N,50,0,0,0,,,1763003,5433524
Hutt City,STOKES VALLEY ROAD,80,S, ,EASTERN HUTT ROAD,201435331,24/03/2014,Mon,737,AC,TN1C,372A ,,R,D,O ,F , , ,C,50,0,0,0,,,1766249,5441392
Hutt City,STOKES VALLEY ROAD,40,N, ,WAGON ROAD,201436685,08/05/2014,Thu,1554,AC,CN1C,330A 372A ,,E,D,O ,F , ,N,C,50,0,0,0,,,1766295,5441415
Hutt City,TAITA DRIVE,, ,I,BARRAUD ST,201438110,27/03/2014,Thu,1840,JA,SE1C,204A 308B 929 ,,R,D,BF,F ,D,N,C,50,0,0,0,,,1763152,5438495
Hutt City,TAITA DRIVE,300,S, ,HIGH ST,201412144,11/05/2014,Sun,1710,EA,CS1V,129A 358A ,M,R,D,TF,F , , ,C,50,0,0,1,,,1764602,5440494
Hutt City,THE ESPLANADE,100,E, ,HUTT ROAD,201430715,20/02/2014,Thu,803,AA,VE1C,387A ,,R,D,OF,F , ,N,R,50,0,0,0,,,1756206,5434614
Hutt City,THE ESPLANADE,5,W, ,JESSIE ST,201436585,21/04/2014,Mon,1522,FD,CE1C,110A 331A ,,R,D,B ,F ,T,G,R,50,0,0,0,,,1758306,5433819
Hutt City,THE ESPLANADE,210,W, ,NEVIS ST,201436833,22/05/2014,Thu,1457,AC,TE1T,112A 159A 184A ,,R,D,B ,F , , ,P,50,0,0,0,,,1756273,5434598
Hutt City,THE ESPLANADE,, ,I,TE PUNI ST,201413195,25/02/2014,Tue,758,MC,ME1C,202B 372B ,,R,D,B ,F ,T,G,R,50,0,1,0,,,1756577,5434491
Hutt City,THE ESPLANADE,, ,I,TE PUNI ST,201431698,23/01/2014,Thu,738,JA,CE1C,302B ,,R,D,B ,F ,T,G,C,50,0,0,0,,,1756577,5434491
Hutt City,THE ESPLANADE,, ,I,WILLIAM ST,201437058,09/03/2014,Sun,1421,MC,CE1C,372B ,,R,D,B ,F ,T,G,N,50,0,0,0,,,1758085,5433909
Hutt City,TIROHANGA ROAD,5,N, ,ARDAL GROVE,201435181,21/03/2014,Fri,1730,JA,CN14,308B 375B 929 ,,E,D,O ,F ,D,N,C,40,0,0,0,,,1759667,5437523
Hutt City,TRAFALGAR ST,5,E, ,COLLINGWOOD ST,201431109,22/01/2014,Wed,1245,MO,CE1C,371A 926 ,,R,D,B ,F ,D,N,C,50,0,0,0,,,1761097,5435451
Hutt City,TREVETHICK GROVE,80,S, ,WHITES LINE WEST,201436647,10/05/2014,Sat,1100,MO,CS1C,371A 929 ,M,R,D,B ,F ,D,N,N,50,0,0,0,,,1759807,5434767
Hutt City,UDY ST,, ,I,CUBA ST,201436072,11/02/2014,Tue,,FB,CE1C,387A ,,R,D,BF,F ,T,S,C,50,0,0,0,,,,
Hutt City,VICTORIA ST,15,N, ,JACKSON ST,201430795,21/02/2014,Fri,1607,EA,CN1C,129A ,M,R,D,BF,F , ,N,N,50,0,0,0,,,1757098,5434701
Hutt City,VOGEL ST,, ,I,CAMBRIDGE TERRACE W,201430776,09/02/2014,Sun,1200,DB,CN1,137A ,P,E,W,OF,L ,T,G,R,50,0,0,0,,,1763139,5437351
Hutt City,VOGEL ST,, ,I,NAENAE ROAD,201430875,11/02/2014,Tue,1540,HA,CS1C,302A 375A ,,M,D,OF,F ,R,G,R,50,0,0,0,,,1763389,5436991
Hutt City,WAIMUIOMATA ROAD,80,W, ,QUEEN ST,201413373,29/05/2014,Thu,2106,ND,CW1E,370A 402A 711B 801 862 925 ,,E,W,DO,L ,D,S,R,50,0,0,1,54,,,
Hutt City,WAINUI ROAD,, ,I,RIVERSIDE DRIVE SOUTH,201438168,13/04/2014,Sun,1819,DA,VN1,111A 131A ,FT,M,W,DO,L ,T,G,C,50,0,0,0,,,1760571,5434185
Hutt City,WAINUIOMATA HILL ROAD,100,S, ,GRACEFIELD OFF,201413104,20/03/2014,Thu,,DA,MS1,111A 131A 804 817 ,,M,D,D ,F , , ,C,80,0,0,1,,,1761083,5433439
Hutt City,WAINUIOMATA HILL ROAD,300,S, ,GRACEFIELD OFF,201435619,25/03/2014,Tue,1659,DB,CS1,111A 131A ,G,S,D,B ,F , , ,R,80,0,0,0,,,1761077,5433248
Hutt City,WAINUIOMATA HILL ROAD,150,S, ,GRACEFIELD ON,201435275,12/04/2014,Sat,340,DA,CS1,131A 801 ,G,M,W,DO,L , , ,C,80,0,0,0,,,1761097,5433594
Hutt City,WAINUIOMATA HILL ROAD,, ,I,GRACEFIELD ON,201434938,16/03/2014,Sun,2138,DA,CS1,111A 131A 410A ,G,E,W,DO,H ,Y,N,C,80,0,0,0,,,1761044,5433734
Hutt City,WAINUIOMATA HILL ROAD,800,S, ,GRACEFIELD ROAD,201432728,01/03/2014,Sat,420,DA,CS1,131A 402A 412A ,G,M,D,DN,F , , ,R,80,0,0,0,,,1760989,5433031
Hutt City,WAINUIOMATA HILL ROAD,500,N, ,PARKWAY,201431919,15/01/2014,Wed,2253,DB,VS1,103A 131A ,G,M,D,DO,F , ,N,R,80,0,0,0,,,1761286,5431528
Hutt City,WAINUIOMATA HILL ROAD,700,N, ,PURIRI ST,201435332,22/03/2014,Sat,838,DB,CN1,111A 131A ,C,M,D,B ,F , , ,C,80,0,0,0,,,1761215,5431808
Hutt City,WAINUIOMATA ROAD,400,N, ,PARKWAY,201410444,26/01/2014,Sun,700,DB,CS1,131A 402A ,C,M,D,B ,F , , ,C,80,0,0,4,,,1761958,5430897
Hutt City,WAINUIOMATA ROAD,1600,N, ,PARKWAY,201436122,04/05/2014,Sun,1336,DA,CS1,131A 632A ,CG,E,D,O ,F , , ,R,80,0,0,0,,,1762988,5430306
Hutt City,WAINUIOMATA ROAD,450,S, ,PARKWAY,201434791,13/04/2014,Sun,1034,CB,CS1,132A 357A ,T,R,D,OF,F , ,N,C,80,0,0,0,,,1761993,5430862
Hutt City,WAINUIOMATA ROAD,50,W, ,QUEEN ST,201434932,19/03/2014,Wed,1130,CC,CE1,129A 350A ,I,R,D,BF,F , ,N,R,50,0,0,0,,,1762882,5430356
Hutt City,WAINUIOMATA ROAD,, ,I,RATA ST,201434326,04/04/2014,Fri,2040,DA,CW2,205A 501A ,P,E,D,DO,F ,T,G,R,50,0,0,0,,,1762154,5430702
Hutt City,WAINUIOMATA ROAD,300,W, ,THE STRAND,201412947,28/05/2014,Wed,1537,FC,CE1V,181A 331A ,,R,D,O ,F , , ,X,50,0,0,1,,,1762333,5430617
Hutt City,WAIONE ST,100,W, ,KIRKCALDY ST,201430706,29/01/2014,Wed,1720,FD,CW1C,381A ,,R,D,BF,F , ,N,R,50,0,0,0,,,1758540,5433765
Hutt City,WAIONE ST,, ,I,KIRKCALDY ST,201412950,01/06/2014,Sun,1508,LB,CE1C,303B ,,R,D,O ,F ,X,S,C,50,0,0,1,,,1758641,5433764
Hutt City,WAIWHETU ROAD,, ,I,GUTHERIE ST,201437427,05/05/2014,Mon,1312,HA,CE1C,301B 382B 801 ,,R,W,O ,L ,X,S,R,50,0,0,0,,,,
Hutt City,WAKEFIELD ST,40,E, ,HUTT ROAD,201437980,08/05/2014,Thu,1449,MO,CN1C,371A 386A 930 ,M,R,D,B ,F ,D,N,C,50,0,0,0,,,1757820,5435394
Hutt City,WATERLOO ROAD,15,E, ,BIRCH ST,201432200,13/02/2014,Thu,1640,FC,CW1V,181A ,,R,D,BF,F , , ,X,50,0,0,0,,,1760894,5436040
Hutt City,WATERLOO ROAD,, ,I,WAIWHETU ROAD,201435752,20/03/2014,Thu,1405,FB,CE1C,331A 387A 129B 440B ,,R,D,B ,F ,R,G,R,50,0,0,0,,,1761787,5435782
Hutt City,WATERLOO ROAD,5,E, ,WITAKO ST,201413038,19/05/2014,Mon,1030,FD,CE1X,181A ,,R,D,BF,F ,T,S,X,50,0,0,1,,,1760884,5436043
Hutt City,WILKIE CRESCENT,280,S, ,GRIERSON ST E,201432088,05/02/2014,Wed,2237,DB,CN1,111A 131A 402A 801 ,T,M,W,DO,L , , ,N,50,0,0,0,,,1764133,5436235
Hutt City,WILSON GROVE,100,N, ,POTO ROAD,201433814,28/02/2014,Fri,1635,DB,CS1,423A 507A 929 ,HJ,R,D,O ,F ,D,N,N,50,0,0,0,,,1758412,5437419
Hutt City,WOBURN ROAD,20,E, ,MARKET GROVE,201412745,15/03/2014,Sat,1014,GB,SE1C,204A 375A 930 ,,E,D,OF,F ,D,N,N,50,0,1,0,,13,1759302,5435831
Hutt City,WOBURN ROAD,100,S, ,MARKET GROVE,201411259,09/02/2014,Sun,2110,EA,VS14,103A 129A ,M,R,W,DO,L , , ,P,50,0,0,1,,,1759344,5435762
Hutt City,WOBURN ROAD,100,S, ,MYRTLE ST,201436837,14/05/2014,Wed,1044,JA,CN1C,308B 377B 402B 801 839 930 ,,R,W,O ,L ,D, ,C,50,0,0,0,,,1759452,5435583
Hutt City,2/946/13.225,300,S, ,WESTERN HUTT ON NBD,201432450,04/02/2014,Tue,1730,AO,MN1C,184A 357A 184B 357B ,,R,D,O ,F , , ,C,100,0,0,0,,,1767449,5443219
Hutt City,2/946/15.199,600,N, ,SH 58,201413314,15/05/2014,Thu,1623,CA,VN1,137A 195A 801 ,C,R,W,O ,L , , ,C,100,0,1,0,,,1765948,5441986
Hutt City,2/962/0,, ,I,SH 58,201436394,03/05/2014,Sat,1720,FE,CN1C,181A ,,R,W,DO,L ,T,T,C,100,0,0,0,,,1765438,5441673
Hutt City,2/962/0,, ,I,SH 58,201431427,15/02/2014,Sat,1057,FE,VW1V,181A 387A ,,R,D,BF,F ,T,T,R,100,0,0,0,,,1765445,5441660
Hutt City,2/962/0.2,200,S, ,SH 58,201432623,09/03/2014,Sun,2250,QG,CS1,688A ,G,R,D,DO,F , ,M,C,100,0,0,0,,,1765289,5441536
Hutt City,2/962/3.56,180,N, ,HEBDEN CRESCENT S,201413390,24/05/2014,Sat,1533,DA,CN1,130A 351A 903 ,G,E,W,O , S, , ,R,100,0,0,2,,,1762913,5439182
Hutt City,2/962/4.871,40,E, ,FAIRWAY DRIVE,201432799,11/03/2014,Tue,1535,CA,VW1C,130A 403A 420A ,G,R,D,B ,F , , ,R,100,0,0,0,,,1761869,5438387
Hutt City,2/962/4.911,, ,I,FAIRWAY DRIVE,201436708,15/05/2014,Thu,630,FE,VS1C,181A ,,R,W,DO,F ,R,T,C,100,0,0,0,,,1761837,5438364
Hutt City,2/962/4.913,, ,I,FAIRWAY DRIVE,201413312,22/05/2014,Thu,924,KB,CE144,112A 322A 514A ,CP,R,D,B ,F ,T,T,R,100,0,0,1,,,1761831,5438373
Hutt City,2/962/4.943,, ,I,FAIRWAY ON SBD,201430476,17/01/2014,Fri,1500,FE,CW1T,181A 330A ,,E,D,B ,F ,T,T,C,50,0,0,0,,,1761812,5438345
Hutt City,2/962/5.804,50,N, ,GROUNSELL CRESCENT S,201435551,30/04/2014,Wed,1705,FD,CN1C,181A 331A ,,R,D,O ,F , , ,C,100,0,0,0,,,1761111,5437848
Hutt City,2/962/5.838,15,N, ,GROUNSELL CRESCENT,201430043,11/01/2014,Sat,1015,FE,CS1V,181A ,,R,D,BF,F ,T,T,R,100,0,0,0,,,1761089,5437817
Hutt City,2/962/5.853,, ,I,GROUNSELL CRESCENT,201431496,22/02/2014,Sat,1745,FE,CS1C,181A ,,R,D,BF,F ,T,T,R,100,0,0,0,,,1761077,5437809
Hutt City,2/962/5.854,, ,I,GROUNSELL CRESCENT S,201412504,21/03/2014,Fri,1049,NB,CN1E,713B ,,R,D,B ,F ,T,T,R,100,0,1,0,17,,1761071,5437819
Hutt City,2/962/5.953,100,S, ,GROUNSELL CRESCENT,201435865,13/04/2014,Sun,330,CB,VS1,130A 412A ,G,R,W,DO,L , ,N,R,100,0,0,0,,,1760993,5437753
Hutt City,2/962/6.391,1000,E, ,MELLING LINK,201432914,04/03/2014,Tue,806,FD,CW14,181A 191A 181B 197B ,,R,D,B ,F , , ,C,100,0,0,0,,,1760632,5437505
Hutt City,2/962/6.86,400,E, ,BLOCK ROAD,201436583,17/05/2014,Sat,1358,FD,CW1CC,331A ,,R,D,B ,F , , ,C,100,0,0,0,,,1760247,5437238
Hutt City,2/962/6.991,400,E, ,MELLING LINK,201432797,13/03/2014,Thu,842,FD,VW1VC,181A 331A 402A ,,R,D,O ,F , , ,C,100,0,0,0,,,1760141,5437161
Hutt City,2/962/7.16,100,N, ,BLOCK ROAD,201438161,03/06/2014,Tue,825,FD,CS1CC4,181A 181C ,,R,W,BN,F , ,N,C,100,0,0,0,,,1760002,5437064
Hutt City,2/962/7.26,, ,I,BLOCK ROAD,201438159,21/01/2014,Tue,742,FE,CW1M,331A ,,R,W,OF,L ,X,T,C,100,0,0,0,,,1759918,5437010
Hutt City,MELLING LINK S,, ,I,2/962/7.391,201432526,29/01/2014,Wed,1800,FE,VW1C,181A ,,R,D,B ,F ,T,T,C,50,0,0,0,,,1759806,5436941
Hutt City,2/962/7.391,, ,I,MELLING LINK,201435184,02/04/2014,Wed,630,FE,4S1C,181A 330A ,,R,D,B ,F ,T,T,C,80,0,0,0,,,1759806,5436941
Hutt City,2/962/7.391,, ,I,MELLING LINK,201437656,02/05/2014,Fri,1347,FB,CS1C,181A 387A 191B ,,R,D,B ,F ,T,G,R,100,0,0,0,,,1759806,5436941
Hutt City,2/962/7.392,, ,I,HARBOUR VIEW ROAD,201413006,01/05/2014,Thu,1114,HA,MW1C,322A ,,R,D,BF,F ,X,T,N,100,0,1,0,,,1759800,5436951
Hutt City,2/962/7.642,250,S, ,HARBOUR VIEW ROAD,201434068,16/04/2014,Wed,1830,FD,CN1C,112A 132A 181A ,,R,W,DO,F , ,N,C,100,0,0,0,,,1759586,5436821
Hutt City,2/962/9.804,20,S, ,DOWSE INTERCHANGE,201431620,14/01/2014,Tue,1901,AF,VN1C,671A 407B ,,R,D,B ,F , , ,R,100,0,0,0,,,1757834,5435568
Hutt City,2/962/10.272,150,W, ,DOWSE ON SBD,201432085,21/01/2014,Tue,730,AA,VW1M,184A 372A 801 ,,R,W,O ,L , , ,C,100,0,0,0,,,1757430,5435331
Hutt City,2/962/12.077,100,N, ,PETONE ON SBD,201432625,25/03/2014,Tue,720,FD,CS1CCC,181A 330A ,,R,D,O ,F , ,N,C,100,0,0,0,,,1755775,5434709
Hutt City,2/962/12.276,100,S, ,PETONE OFF NBD,201430349,12/01/2014,Sun,732,CC,CN1,101A 410A ,,R,D,O ,F , ,N,C,100,0,0,0,,,1755585,5434643
Hutt City,2/962/12.536,600,S, ,PETONE OBR SBD,201433433,18/03/2014,Tue,650,FD,CS1C,181A ,,R,W,DO,L , ,N,C,100,0,0,0,,,1755349,5434535
Hutt City,2/962/12.827,650,S, ,PETONE ON SBD,201438111,24/03/2014,Mon,943,FD,CW1CCC,181A 181D ,,R,D,BF,F , ,N,C,100,0,0,0,,,1755091,5434403
Hutt City,2/962/12.847,150,W, ,HOROKIWI ROAD,201430532,30/01/2014,Thu,1825,FD,CE1C,181A ,,R,D,B ,F , , ,C,100,0,0,0,,,1755068,5434405
Hutt City,SH 2,, ,I,58/0/0.015,201433514,05/03/2014,Wed,847,DA,CE2,133A ,G,R,W,OF,L ,T,T,R,100,0,0,0,,,1765445,5441660
Hutt City,58/0/0.736,200,S, ,HUGH DUNCAN ST,201431413,09/02/2014,Sun,920,DA,CS1,131A 400A ,C,M,W,ON,L , ,N,C,100,0,0,0,,,1765927,5442154
